trx_id,trx_date,sku_id,qty_sold,net_sales,product_price,payment_method,channel,outlet_id
TRX1001058,01/01/2024,SKU020,3,375000,125000,QRIS,MT,OUT-022
TRX1001059,01/03/2024,SKU004,1,125000,125000,Cash,MT,OUT-012
TRX1001060,01/02/2024,SKU002,2,150000,75000,QRIS,GT,OUT-023
TRX1001061,09/02/2024,SKU006,2,250000,125000,Cash,GT,OUT-023
TRX1001062,10/01/2024,SKU022,3,135000,45000,Cash,MT,OUT-019
TRX1001063,03/02/2024,SKU037,4,140000,35000,QRIS,GT,OUT-006
TRX1001064,08/01/2024,SKU001,5,175000,35000,Cash,MT,OUT-005
TRX1001065,08/03/2024,SKU016,5,225000,45000,QRIS,GT,OUT-025
TRX1001066,15/03/2024,SKU007,2,90000,45000,QRIS,GT,OUT-022
TRX1001067,29/03/2024,SKU012,3,75000,25000,Cash,GT,OUT-001
TRX1001068,19/02/2024,SKU041,1,35000,35000,QRIS,GT,OUT-008
TRX1001069,31/01/2024,SKU033,1,35000,35000,QRIS,GT,OUT-013
TRX1001070,13/01/2024,SKU025,2,110000,55000,Cash,GT,OUT-012
TRX1001071,03/01/2024,SKU031,2,50000,25000,Cash,MT,OUT-002
TRX1001072,31/01/2024,SKU001,1,25000,25000,QRIS,MT,OUT-014
TRX1001073,06/01/2024,SKU015,5,375000,75000,Debit,MT,OUT-005
TRX1001074,15/02/2024,SKU023,1,25000,25000,Debit,MT,OUT-013
TRX1001075,09/02/2024,SKU016,1,25000,25000,Cash,GT,OUT-016
TRX1001076,19/02/2024,SKU014,2,90000,45000,Cash,GT,OUT-010
TRX1001077,27/02/2024,SKU016,1,125000,125000,Cash,GT,OUT-015
TRX1001078,04/02/2024,SKU026,4,500000,125000,Cash,MT,OUT-002
TRX1001079,18/02/2024,SKU008,2,70000,35000,Debit,MT,OUT-005
TRX1001080,19/02/2024,SKU023,2,90000,45000,Cash,MT,OUT-015
TRX1001081,04/02/2024,SKU030,1,75000,75000,QRIS,GT,OUT-009
TRX1001082,02/01/2024,SKU036,2,70000,35000,Debit,MT,OUT-011
TRX1001083,25/02/2024,SKU006,4,220000,55000,Debit,MT,OUT-001
TRX1001084,29/03/2024,SKU016,3,135000,45000,Cash,GT,OUT-018
TRX1001085,28/03/2024,SKU026,3,105000,35000,QRIS,GT,OUT-021
TRX1001086,02/02/2024,SKU008,4,140000,35000,Cash,MT,OUT-019
TRX1001087,04/03/2024,SKU012,1,35000,35000,Cash,MT,OUT-022
TRX1001088,13/02/2024,SKU040,3,375000,125000,Credit Card,MT,OUT-006
TRX1001089,01/01/2024,SKU014,2,70000,35000,QRIS,MT,OUT-020
TRX1001090,14/03/2024,SKU002,1,35000,35000,Credit Card,MT,OUT-018
TRX1001091,26/01/2024,SKU032,5,275000,55000,QRIS,MT,OUT-012
TRX1001092,14/01/2024,SKU032,5,125000,25000,Cash,GT,OUT-007
TRX1001093,30/01/2024,SKU036,5,625000,125000,Cash,GT,OUT-019
TRX1001094,25/03/2024,SKU001,4,180000,45000,Credit Card,MT,OUT-014
TRX1001095,04/03/2024,SKU020,5,625000,125000,Credit Card,MT,OUT-025
TRX1001096,04/03/2024,SKU012,2,150000,75000,QRIS,GT,OUT-023
TRX1001097,25/01/2024,SKU024,4,180000,45000,QRIS,MT,OUT-017
TRX1001098,12/01/2024,SKU002,4,100000,25000,QRIS,GT,OUT-013
TRX1001099,31/01/2024,SKU034,5,275000,55000,QRIS,MT,OUT-018
TRX1001100,08/03/2024,SKU002,5,225000,45000,QRIS,MT,OUT-020
TRX1001101,12/02/2024,SKU038,4,300000,75000,Cash,GT,OUT-012
TRX1001102,30/01/2024,SKU004,3,75000,25000,Credit Card,MT,OUT-003
TRX1001103,18/01/2024,SKU001,1,55000,55000,QRIS,GT,OUT-015
TRX1001104,25/03/2024,SKU043,2,110000,55000,Cash,GT,OUT-009
TRX1001105,07/03/2024,SKU029,5,375000,75000,Cash,MT,OUT-013
TRX1001106,06/02/2024,SKU023,2,110000,55000,Cash,MT,OUT-003
TRX1001107,23/02/2024,SKU035,5,125000,25000,QRIS,GT,OUT-012
TRX1001108,23/01/2024,SKU024,2,150000,75000,Credit Card,MT,OUT-017
TRX1001109,21/02/2024,SKU008,5,275000,55000,Cash,GT,OUT-001
TRX1001110,05/02/2024,SKU040,5,125000,25000,QRIS,GT,OUT-005
TRX1001111,10/03/2024,SKU023,2,90000,45000,QRIS,MT,OUT-011
TRX1001112,20/01/2024,SKU022,4,500000,125000,QRIS,GT,OUT-011
TRX1001113,15/01/2024,SKU027,3,135000,45000,QRIS,MT,OUT-015
TRX1001114,14/02/2024,SKU040,3,375000,125000,Cash,MT,OUT-007
TRX1001115,13/03/2024,SKU039,4,140000,35000,Cash,MT,OUT-017
TRX1001116,17/01/2024,SKU030,3,105000,35000,Cash,GT,OUT-011
TRX1001117,17/03/2024,SKU017,2,90000,45000,Cash,GT,OUT-007
TRX1001118,08/03/2024,SKU013,1,25000,25000,Debit,MT,OUT-011
TRX1001119,28/02/2024,SKU030,1,35000,35000,Cash,GT,OUT-010
TRX1001120,27/03/2024,SKU040,5,125000,25000,Credit Card,MT,OUT-005
TRX1001121,24/02/2024,SKU006,3,105000,35000,QRIS,MT,OUT-019
TRX1001122,21/03/2024,SKU009,3,135000,45000,Debit,MT,OUT-024
TRX1001123,11/02/2024,SKU026,5,225000,45000,Cash,GT,OUT-002
TRX1001124,05/01/2024,SKU045,2,250000,125000,Cash,GT,OUT-023
TRX1001125,09/03/2024,SKU025,3,375000,125000,QRIS,MT,OUT-007
TRX1001126,23/01/2024,SKU020,2,90000,45000,Cash,MT,OUT-012
TRX1001127,29/01/2024,SKU025,1,35000,35000,Debit,MT,OUT-006
TRX1001128,02/03/2024,SKU022,2,90000,45000,QRIS,MT,OUT-024
TRX1001129,05/02/2024,SKU025,4,300000,75000,QRIS,GT,OUT-013
TRX1001130,20/03/2024,SKU011,3,75000,25000,Cash,GT,OUT-015
TRX1001131,28/01/2024,SKU038,2,50000,25000,Cash,GT,OUT-020
TRX1001132,03/01/2024,SKU026,5,625000,125000,QRIS,GT,OUT-010
TRX1001133,30/03/2024,SKU020,4,180000,45000,QRIS,GT,OUT-019
TRX1001134,15/01/2024,SKU011,4,100000,25000,QRIS,GT,OUT-019
TRX1001135,23/02/2024,SKU039,2,70000,35000,Cash,GT,OUT-019
TRX1001136,05/02/2024,SKU024,5,175000,35000,QRIS,GT,OUT-021
TRX1001137,27/02/2024,SKU009,2,70000,35000,QRIS,GT,OUT-012
TRX1001138,21/02/2024,SKU012,5,625000,125000,Cash,GT,OUT-004
TRX1001139,14/02/2024,SKU031,2,110000,55000,Cash,MT,OUT-002
TRX1001140,20/02/2024,SKU027,1,45000,45000,QRIS,GT,OUT-022
TRX1001141,07/02/2024,SKU034,3,375000,125000,Debit,MT,OUT-021
TRX1001142,25/02/2024,SKU004,3,165000,55000,QRIS,GT,OUT-013
TRX1001143,13/02/2024,SKU003,5,125000,25000,QRIS,GT,OUT-018
TRX1001144,09/02/2024,SKU040,5,275000,55000,Debit,MT,OUT-015
TRX1001145,10/01/2024,SKU042,2,70000,35000,Cash,MT,OUT-017
TRX1001146,01/02/2024,SKU002,1,75000,75000,QRIS,GT,OUT-014
TRX1001147,31/03/2024,SKU003,4,220000,55000,QRIS,GT,OUT-013
TRX1001148,19/02/2024,SKU030,4,100000,25000,Cash,GT,OUT-019
TRX1001149,23/02/2024,SKU017,2,90000,45000,Debit,MT,OUT-022
TRX1001150,27/01/2024,SKU013,3,135000,45000,QRIS,GT,OUT-023
TRX1001151,12/01/2024,SKU018,5,625000,125000,QRIS,GT,OUT-003
TRX1001152,27/03/2024,SKU004,5,625000,125000,Debit,MT,OUT-007
TRX1001153,07/02/2024,SKU045,2,90000,45000,QRIS,GT,OUT-002
TRX1001154,04/02/2024,SKU041,4,180000,45000,Debit,MT,OUT-022
TRX1001155,03/02/2024,SKU033,1,25000,25000,QRIS,GT,OUT-007
TRX1001156,15/03/2024,SKU026,5,275000,55000,Cash,GT,OUT-022
TRX1001157,18/03/2024,SKU042,1,45000,45000,QRIS,GT,OUT-021
TRX1001158,29/03/2024,SKU010,2,110000,55000,QRIS,GT,OUT-005
TRX1001159,04/02/2024,SKU045,5,225000,45000,Credit Card,MT,OUT-009
TRX1001160,23/01/2024,SKU044,5,125000,25000,QRIS,GT,OUT-005
TRX1001161,11/02/2024,SKU041,1,25000,25000,QRIS,MT,OUT-025
TRX1001162,05/01/2024,SKU028,2,250000,125000,Cash,GT,OUT-020
TRX1001163,10/01/2024,SKU015,2,150000,75000,Cash,GT,OUT-007
TRX1001164,12/02/2024,SKU038,2,250000,125000,QRIS,GT,OUT-006
TRX1001165,30/01/2024,SKU034,1,75000,75000,Cash,GT,OUT-023
TRX1001166,08/02/2024,SKU021,4,100000,25000,QRIS,GT,OUT-001
TRX1001167,28/01/2024,SKU003,1,75000,75000,QRIS,GT,OUT-020
TRX1001168,27/02/2024,SKU045,1,45000,45000,Cash,MT,OUT-005
TRX1001169,18/01/2024,SKU018,5,375000,75000,Cash,MT,OUT-018
TRX1001170,15/02/2024,SKU036,3,375000,125000,Cash,GT,OUT-012
TRX1001171,13/03/2024,SKU042,1,45000,45000,QRIS,GT,OUT-004
TRX1001172,12/03/2024,SKU016,2,70000,35000,QRIS,MT,OUT-024
TRX1001173,29/01/2024,SKU045,1,125000,125000,Debit,MT,OUT-013
TRX1001174,27/03/2024,SKU043,2,250000,125000,Cash,GT,OUT-022
TRX1001175,25/01/2024,SKU017,2,250000,125000,Cash,GT,OUT-022
TRX1001176,26/01/2024,SKU019,5,125000,25000,Debit,MT,OUT-022
TRX1001177,09/02/2024,SKU043,1,45000,45000,QRIS,GT,OUT-014
TRX1001178,08/01/2024,SKU030,2,90000,45000,Cash,MT,OUT-001
TRX1001179,19/02/2024,SKU016,5,175000,35000,Cash,GT,OUT-024
TRX1001180,07/01/2024,SKU041,1,75000,75000,QRIS,GT,OUT-004
TRX1001181,28/01/2024,SKU009,1,75000,75000,Cash,MT,OUT-021
TRX1001182,06/03/2024,SKU006,2,50000,25000,Debit,MT,OUT-018
TRX1001183,12/02/2024,SKU027,4,220000,55000,Cash,GT,OUT-025
TRX1001184,12/02/2024,SKU001,4,500000,125000,Cash,GT,OUT-010
TRX1001185,15/02/2024,SKU008,4,140000,35000,Cash,MT,OUT-005
TRX1001186,27/03/2024,SKU020,4,100000,25000,QRIS,GT,OUT-025
TRX1001187,20/03/2024,SKU021,5,375000,75000,Cash,MT,OUT-004
TRX1001188,13/01/2024,SKU008,1,125000,125000,QRIS,GT,OUT-003
TRX1001189,01/01/2024,SKU003,5,625000,125000,Cash,GT,OUT-007
TRX1001190,15/02/2024,SKU030,4,220000,55000,QRIS,MT,OUT-012
TRX1001191,15/02/2024,SKU031,4,500000,125000,QRIS,GT,OUT-001
TRX1001192,15/01/2024,SKU010,2,150000,75000,Cash,GT,OUT-002
TRX1001193,24/01/2024,SKU033,3,225000,75000,Credit Card,MT,OUT-020
TRX1001194,07/03/2024,SKU007,1,75000,75000,Cash,GT,OUT-009
TRX1001195,04/03/2024,SKU010,4,100000,25000,Credit Card,MT,OUT-025
TRX1001196,02/03/2024,SKU039,2,110000,55000,Debit,MT,OUT-007
TRX1001197,24/03/2024,SKU015,1,25000,25000,QRIS,GT,OUT-001
TRX1001198,28/03/2024,SKU013,5,375000,75000,Cash,GT,OUT-002
TRX1001199,22/03/2024,SKU018,5,225000,45000,Debit,MT,OUT-017
TRX1001200,20/02/2024,SKU016,1,125000,125000,Cash,GT,OUT-008
TRX1001201,11/01/2024,SKU018,3,165000,55000,Debit,MT,OUT-008
TRX1001202,20/02/2024,SKU003,2,110000,55000,Cash,MT,OUT-023
TRX1001203,03/03/2024,SKU010,3,105000,35000,QRIS,GT,OUT-021
TRX1001204,21/02/2024,SKU026,2,70000,35000,Cash,GT,OUT-023
TRX1001205,31/01/2024,SKU006,2,110000,55000,Cash,GT,OUT-005
TRX1001206,08/03/2024,SKU035,4,300000,75000,Cash,MT,OUT-025
TRX1001207,11/02/2024,SKU002,2,50000,25000,Cash,GT,OUT-021
TRX1001208,15/03/2024,SKU001,1,55000,55000,QRIS,MT,OUT-019
TRX1001209,18/02/2024,SKU028,3,165000,55000,Debit,MT,OUT-013
TRX1001210,07/02/2024,SKU002,4,500000,125000,Credit Card,MT,OUT-019
TRX1001211,04/03/2024,SKU032,4,220000,55000,QRIS,MT,OUT-009
TRX1001212,01/02/2024,SKU001,1,75000,75000,QRIS,GT,OUT-010
TRX1001213,15/02/2024,SKU018,4,180000,45000,Debit,MT,OUT-018
TRX1001214,09/01/2024,SKU016,5,125000,25000,QRIS,GT,OUT-011
TRX1001215,20/01/2024,SKU027,3,135000,45000,QRIS,GT,OUT-014
TRX1001216,02/02/2024,SKU021,2,250000,125000,Cash,MT,OUT-001
TRX1001217,04/01/2024,SKU028,3,135000,45000,QRIS,GT,OUT-020
TRX1001218,16/01/2024,SKU036,3,165000,55000,Debit,MT,OUT-004
TRX1001219,28/01/2024,SKU024,2,70000,35000,Debit,MT,OUT-010
TRX1001220,16/03/2024,SKU024,2,250000,125000,QRIS,MT,OUT-009
TRX1001221,01/02/2024,SKU004,3,375000,125000,QRIS,GT,OUT-022
TRX1001222,28/02/2024,SKU034,4,220000,55000,QRIS,MT,OUT-018
TRX1001223,30/01/2024,SKU012,3,75000,25000,Cash,GT,OUT-014
TRX1001224,09/02/2024,SKU012,1,45000,45000,Cash,GT,OUT-014
TRX1001225,07/01/2024,SKU002,4,100000,25000,Cash,GT,OUT-002
TRX1001226,09/02/2024,SKU010,5,375000,75000,Cash,GT,OUT-012
TRX1001227,26/02/2024,SKU028,2,50000,25000,Credit Card,MT,OUT-012
TRX1001228,05/02/2024,SKU013,3,165000,55000,Cash,GT,OUT-006
TRX1001229,25/01/2024,SKU016,5,125000,25000,Debit,MT,OUT-022
TRX1001230,13/01/2024,SKU012,5,225000,45000,Debit,MT,OUT-003
TRX1001231,26/02/2024,SKU015,1,35000,35000,Cash,GT,OUT-005
TRX1001232,17/03/2024,SKU014,1,125000,125000,Credit Card,MT,OUT-025
TRX1001233,05/02/2024,SKU034,4,220000,55000,QRIS,MT,OUT-011
TRX1001234,16/01/2024,SKU017,4,100000,25000,QRIS,MT,OUT-014
TRX1001235,18/02/2024,SKU024,4,220000,55000,QRIS,GT,OUT-010
TRX1001236,28/02/2024,SKU007,1,125000,125000,Debit,MT,OUT-018
TRX1001237,21/01/2024,SKU041,2,50000,25000,QRIS,GT,OUT-018
TRX1001238,22/02/2024,SKU035,5,125000,25000,Cash,MT,OUT-005
TRX1001239,15/01/2024,SKU027,2,50000,25000,Cash,GT,OUT-007
TRX1001240,20/01/2024,SKU034,2,90000,45000,Debit,MT,OUT-017
TRX1001241,04/03/2024,SKU036,5,375000,75000,QRIS,MT,OUT-002
TRX1001242,12/03/2024,SKU019,1,125000,125000,QRIS,MT,OUT-003
TRX1001243,24/02/2024,SKU038,3,375000,125000,Credit Card,MT,OUT-023
TRX1001244,19/02/2024,SKU018,4,100000,25000,QRIS,MT,OUT-011
TRX1001245,27/03/2024,SKU010,3,135000,45000,Debit,MT,OUT-016
TRX1001246,31/03/2024,SKU017,4,220000,55000,Cash,MT,OUT-013
TRX1001247,04/02/2024,SKU045,3,375000,125000,Credit Card,MT,OUT-011
TRX1001248,21/02/2024,SKU001,4,100000,25000,Credit Card,MT,OUT-004
TRX1001249,22/03/2024,SKU027,5,125000,25000,Cash,GT,OUT-011
TRX1001250,27/02/2024,SKU043,5,225000,45000,Credit Card,MT,OUT-006
TRX1001251,24/03/2024,SKU027,5,225000,45000,QRIS,GT,OUT-019
TRX1001252,26/01/2024,SKU002,2,250000,125000,Debit,MT,OUT-008
TRX1001253,25/03/2024,SKU001,2,70000,35000,Debit,MT,OUT-014
TRX1001254,23/02/2024,SKU019,3,225000,75000,Cash,MT,OUT-021
TRX1001255,29/01/2024,SKU001,4,180000,45000,Cash,MT,OUT-017
TRX1001256,15/01/2024,SKU024,3,225000,75000,Cash,GT,OUT-021
TRX1001257,13/01/2024,SKU019,5,225000,45000,QRIS,GT,OUT-018
TRX1001258,25/03/2024,SKU024,2,90000,45000,Debit,MT,OUT-005
TRX1001259,02/02/2024,SKU025,5,375000,75000,Cash,GT,OUT-013
TRX1001260,18/01/2024,SKU021,1,125000,125000,Cash,GT,OUT-022
TRX1001261,10/02/2024,SKU019,1,35000,35000,QRIS,GT,OUT-006
TRX1001262,20/03/2024,SKU002,3,75000,25000,Debit,MT,OUT-023
TRX1001263,16/03/2024,SKU008,5,375000,75000,Credit Card,MT,OUT-006
TRX1001264,19/03/2024,SKU020,5,125000,25000,Cash,MT,OUT-005
TRX1001265,08/02/2024,SKU041,4,500000,125000,Credit Card,MT,OUT-001
TRX1001266,12/01/2024,SKU013,1,25000,25000,Cash,GT,OUT-019
TRX1001267,31/03/2024,SKU013,5,175000,35000,Cash,GT,OUT-012
TRX1001268,14/02/2024,SKU008,2,90000,45000,QRIS,MT,OUT-023
TRX1001269,23/03/2024,SKU013,3,165000,55000,QRIS,MT,OUT-018
TRX1001270,14/01/2024,SKU013,1,125000,125000,QRIS,MT,OUT-025
TRX1001271,17/03/2024,SKU036,4,300000,75000,Cash,GT,OUT-021
TRX1001272,18/03/2024,SKU006,2,70000,35000,Debit,MT,OUT-012
TRX1001273,09/02/2024,SKU018,5,275000,55000,QRIS,MT,OUT-020
TRX1001274,30/03/2024,SKU004,4,140000,35000,Credit Card,MT,OUT-017
TRX1001275,11/01/2024,SKU017,4,220000,55000,QRIS,MT,OUT-013
TRX1001276,13/01/2024,SKU022,1,75000,75000,QRIS,GT,OUT-021
TRX1001277,03/02/2024,SKU038,3,165000,55000,QRIS,GT,OUT-014
TRX1001278,27/01/2024,SKU026,3,225000,75000,Cash,GT,OUT-022
TRX1001279,09/01/2024,SKU009,1,45000,45000,Cash,GT,OUT-014
TRX1001280,31/01/2024,SKU014,3,165000,55000,Cash,GT,OUT-012
TRX1001281,17/03/2024,SKU009,4,180000,45000,QRIS,MT,OUT-008
TRX1001282,27/02/2024,SKU030,5,275000,55000,Debit,MT,OUT-019
TRX1001283,29/03/2024,SKU045,1,45000,45000,Cash,MT,OUT-005
TRX1001284,22/03/2024,SKU022,1,25000,25000,Cash,GT,OUT-014
TRX1001285,24/02/2024,SKU008,1,55000,55000,Cash,GT,OUT-003
TRX1001286,01/01/2024,SKU008,2,110000,55000,QRIS,GT,OUT-006
TRX1001287,17/03/2024,SKU041,1,125000,125000,Credit Card,MT,OUT-016
TRX1001288,27/01/2024,SKU043,4,300000,75000,QRIS,GT,OUT-002
TRX1001289,15/01/2024,SKU019,2,150000,75000,QRIS,MT,OUT-014
TRX1001290,20/01/2024,SKU022,4,500000,125000,Credit Card,MT,OUT-025
TRX1001291,21/01/2024,SKU027,3,225000,75000,Cash,MT,OUT-015
TRX1001292,22/02/2024,SKU037,1,25000,25000,Debit,MT,OUT-024
TRX1001293,07/02/2024,SKU028,3,135000,45000,Cash,MT,OUT-013
TRX1001294,09/02/2024,SKU010,1,35000,35000,Debit,MT,OUT-012
TRX1001295,05/01/2024,SKU004,5,375000,75000,Cash,MT,OUT-023
TRX1001296,07/03/2024,SKU036,3,75000,25000,Cash,GT,OUT-014
TRX1001297,19/02/2024,SKU043,5,225000,45000,Cash,GT,OUT-009
TRX1001298,03/02/2024,SKU028,4,220000,55000,QRIS,GT,OUT-025
TRX1001299,13/02/2024,SKU014,5,175000,35000,QRIS,GT,OUT-010
TRX1001300,04/01/2024,SKU034,3,105000,35000,QRIS,MT,OUT-022
TRX1001301,25/02/2024,SKU011,3,375000,125000,QRIS,MT,OUT-018
TRX1001302,27/02/2024,SKU026,4,220000,55000,Debit,MT,OUT-010
TRX1001303,17/03/2024,SKU004,5,225000,45000,QRIS,MT,OUT-019
TRX1001304,21/01/2024,SKU040,3,75000,25000,Cash,MT,OUT-020
TRX1001305,09/01/2024,SKU019,4,100000,25000,QRIS,MT,OUT-002
TRX1001306,30/01/2024,SKU036,5,175000,35000,Cash,GT,OUT-003
TRX1001307,07/03/2024,SKU005,4,140000,35000,Debit,MT,OUT-020
TRX1001308,03/02/2024,SKU016,1,25000,25000,Cash,MT,OUT-006
TRX1001309,15/01/2024,SKU001,2,70000,35000,QRIS,GT,OUT-013
TRX1001310,14/03/2024,SKU015,3,75000,25000,QRIS,GT,OUT-003
TRX1001311,21/02/2024,SKU039,4,500000,125000,QRIS,GT,OUT-011
TRX1001312,27/02/2024,SKU018,2,250000,125000,QRIS,GT,OUT-019
TRX1001313,25/01/2024,SKU035,2,150000,75000,QRIS,MT,OUT-018
TRX1001314,27/03/2024,SKU040,5,175000,35000,Cash,GT,OUT-025
TRX1001315,13/02/2024,SKU033,5,175000,35000,Credit Card,MT,OUT-008
TRX1001316,17/02/2024,SKU002,5,125000,25000,QRIS,MT,OUT-024
TRX1001317,29/01/2024,SKU004,5,375000,75000,QRIS,GT,OUT-011
TRX1001318,05/01/2024,SKU011,1,125000,125000,Cash,MT,OUT-011
TRX1001319,25/03/2024,SKU011,1,125000,125000,QRIS,MT,OUT-005
TRX1001320,27/02/2024,SKU017,3,75000,25000,Cash,GT,OUT-014
TRX1001321,03/03/2024,SKU026,3,75000,25000,Cash,GT,OUT-025
TRX1001322,25/01/2024,SKU002,2,50000,25000,Cash,MT,OUT-024
TRX1001323,14/03/2024,SKU039,5,225000,45000,QRIS,GT,OUT-018
TRX1001324,07/03/2024,SKU020,3,105000,35000,Cash,GT,OUT-023
TRX1001325,05/02/2024,SKU014,3,165000,55000,QRIS,GT,OUT-023
TRX1001326,11/03/2024,SKU013,1,25000,25000,QRIS,MT,OUT-021
TRX1001327,12/02/2024,SKU042,3,135000,45000,Credit Card,MT,OUT-022
TRX1001328,08/02/2024,SKU044,5,175000,35000,Cash,GT,OUT-018
TRX1001329,29/01/2024,SKU008,3,165000,55000,QRIS,GT,OUT-006
TRX1001330,30/01/2024,SKU010,3,75000,25000,Credit Card,MT,OUT-008
TRX1001331,15/02/2024,SKU021,3,225000,75000,Cash,GT,OUT-002
TRX1001332,25/02/2024,SKU009,2,250000,125000,Cash,MT,OUT-008
TRX1001333,07/02/2024,SKU044,2,70000,35000,Cash,GT,OUT-019
TRX1001334,31/01/2024,SKU043,4,220000,55000,QRIS,GT,OUT-001
TRX1001335,22/03/2024,SKU030,4,300000,75000,QRIS,GT,OUT-005
TRX1001336,08/03/2024,SKU007,2,50000,25000,Cash,GT,OUT-004
TRX1001337,15/01/2024,SKU002,4,220000,55000,Cash,GT,OUT-018
TRX1001338,01/02/2024,SKU029,3,135000,45000,QRIS,GT,OUT-006
TRX1001339,20/01/2024,SKU001,2,110000,55000,QRIS,MT,OUT-024
TRX1001340,13/03/2024,SKU011,2,250000,125000,QRIS,MT,OUT-014
TRX1001341,27/01/2024,SKU045,4,500000,125000,Debit,MT,OUT-024
TRX1001342,17/03/2024,SKU028,1,55000,55000,QRIS,MT,OUT-002
TRX1001343,03/01/2024,SKU042,2,70000,35000,QRIS,GT,OUT-013
TRX1001344,22/02/2024,SKU041,2,90000,45000,Debit,MT,OUT-002
TRX1001345,14/01/2024,SKU002,3,105000,35000,Cash,GT,OUT-013
TRX1001346,08/02/2024,SKU023,2,70000,35000,Cash,MT,OUT-007
TRX1001347,20/01/2024,SKU042,2,150000,75000,Debit,MT,OUT-011
TRX1001348,03/02/2024,SKU015,1,35000,35000,Debit,MT,OUT-025
TRX1001349,27/01/2024,SKU039,4,300000,75000,Cash,GT,OUT-022
TRX1001350,26/01/2024,SKU043,3,165000,55000,QRIS,MT,OUT-015
TRX1001351,15/01/2024,SKU041,5,625000,125000,QRIS,MT,OUT-018
TRX1001352,21/01/2024,SKU037,3,165000,55000,QRIS,GT,OUT-002
TRX1001353,15/03/2024,SKU040,1,125000,125000,Cash,GT,OUT-004
TRX1001354,06/02/2024,SKU031,4,300000,75000,Cash,GT,OUT-019
TRX1001355,21/03/2024,SKU013,4,140000,35000,Debit,MT,OUT-005
TRX1001356,30/01/2024,SKU010,1,75000,75000,Credit Card,MT,OUT-015
TRX1001357,08/01/2024,SKU029,5,375000,75000,QRIS,MT,OUT-020
TRX1001358,01/02/2024,SKU004,2,70000,35000,Cash,GT,OUT-007
TRX1001359,01/02/2024,SKU045,4,180000,45000,Credit Card,MT,OUT-015
TRX1001360,28/01/2024,SKU010,5,175000,35000,QRIS,GT,OUT-001
TRX1001361,24/02/2024,SKU019,2,70000,35000,QRIS,GT,OUT-003
TRX1001362,04/02/2024,SKU031,3,225000,75000,QRIS,GT,OUT-005
TRX1001363,07/03/2024,SKU033,5,125000,25000,QRIS,GT,OUT-024
TRX1001364,02/02/2024,SKU004,4,180000,45000,Cash,GT,OUT-017
TRX1001365,11/02/2024,SKU023,2,70000,35000,QRIS,GT,OUT-025
TRX1001366,17/02/2024,SKU007,5,225000,45000,QRIS,GT,OUT-013
TRX1001367,28/01/2024,SKU017,3,225000,75000,QRIS,GT,OUT-003
TRX1001368,13/01/2024,SKU043,3,75000,25000,Credit Card,MT,OUT-016
TRX1001369,14/01/2024,SKU044,5,275000,55000,Cash,MT,OUT-004
TRX1001370,05/03/2024,SKU014,3,75000,25000,Debit,MT,OUT-008
TRX1001371,22/03/2024,SKU013,4,100000,25000,QRIS,MT,OUT-012
TRX1001372,22/02/2024,SKU022,1,125000,125000,QRIS,GT,OUT-004
TRX1001373,27/01/2024,SKU021,4,300000,75000,QRIS,GT,OUT-002
TRX1001374,10/01/2024,SKU014,4,300000,75000,Debit,MT,OUT-022
TRX1001375,08/02/2024,SKU044,3,165000,55000,Cash,GT,OUT-003
TRX1001376,08/02/2024,SKU044,3,75000,25000,QRIS,MT,OUT-002
TRX1001377,09/03/2024,SKU006,3,75000,25000,Credit Card,MT,OUT-024
TRX1001378,10/01/2024,SKU041,4,140000,35000,Cash,GT,OUT-005
TRX1001379,20/03/2024,SKU002,3,375000,125000,Cash,GT,OUT-014
TRX1001380,28/01/2024,SKU037,2,90000,45000,Credit Card,MT,OUT-020
TRX1001381,19/03/2024,SKU024,1,125000,125000,Debit,MT,OUT-014
TRX1001382,12/01/2024,SKU026,4,500000,125000,Cash,GT,OUT-021
TRX1001383,13/02/2024,SKU041,1,45000,45000,Cash,GT,OUT-001
TRX1001384,09/01/2024,SKU017,2,250000,125000,Cash,GT,OUT-014
TRX1001385,16/01/2024,SKU024,1,35000,35000,Cash,MT,OUT-022
TRX1001386,17/01/2024,SKU044,3,105000,35000,Cash,MT,OUT-014
TRX1001387,27/01/2024,SKU041,3,105000,35000,Debit,MT,OUT-011
TRX1001388,20/03/2024,SKU040,3,165000,55000,Debit,MT,OUT-003
TRX1001389,09/01/2024,SKU019,5,625000,125000,Cash,GT,OUT-002
TRX1001390,05/01/2024,SKU002,5,175000,35000,Credit Card,MT,OUT-010
TRX1001391,24/01/2024,SKU011,5,175000,35000,Cash,MT,OUT-017
TRX1001392,03/03/2024,SKU031,2,90000,45000,Credit Card,MT,OUT-022
TRX1001393,01/01/2024,SKU003,3,135000,45000,Cash,GT,OUT-010
TRX1001394,16/03/2024,SKU043,2,50000,25000,Cash,GT,OUT-020
TRX1001395,26/02/2024,SKU042,4,140000,35000,Credit Card,MT,OUT-006
TRX1001396,16/03/2024,SKU027,4,180000,45000,Cash,GT,OUT-016
TRX1001397,12/03/2024,SKU016,1,25000,25000,Cash,MT,OUT-006
TRX1001398,27/01/2024,SKU021,5,175000,35000,Cash,GT,OUT-006
TRX1001399,07/03/2024,SKU039,4,500000,125000,Cash,MT,OUT-010
TRX1001400,25/02/2024,SKU008,3,75000,25000,Credit Card,MT,OUT-003
