snapshotDate;warehouse;sku_code;endingStock
15/01/2024;WH-SBY;SKU037;500
15/01/2024;WH-SMG;SKU038;350
15/01/2024;WH-SMG;SKU039;200
15/01/2024;WH-SMG;SKU040;80
15/01/2024;WH-SBY;SKU041;350
15/01/2024;WH-SBY;SKU042;500
15/01/2024;WH-JKT;SKU043;120
15/01/2024;WH-SMG;SKU044;120
15/01/2024;WH-JKT;SKU045;80
16/01/2024;WH-SMG;SKU001;50
16/01/2024;WH-SMG;SKU002;
16/01/2024;WH-JKT;SKU003;50
16/01/2024;WH-SBY;SKU007;200
16/01/2024;WH-JKT;SKU008;350
16/01/2024;WH-JKT;SKU009;120
16/01/2024;WH-SBY;SKU004;500
16/01/2024;WH-JKT;SKU005;80
16/01/2024;WH-JKT;SKU006;200
16/01/2024;WH-SMG;SKU010;200
16/01/2024;WH-JKT;SKU011;500
16/01/2024;WH-JKT;SKU012;50
16/01/2024;WH-SMG;SKU013;500
16/01/2024;WH-SMG;SKU014;120
16/01/2024;WH-SMG;SKU015;200
16/01/2024;WH-JKT;SKU016;350
16/01/2024;WH-JKT;SKU017;80
16/01/2024;WH-JKT;SKU018;200
16/01/2024;WH-SMG;SKU019;80
16/01/2024;WH-SBY;SKU020;80
16/01/2024;WH-SMG;SKU021;50
16/01/2024;WH-SMG;SKU022;350
16/01/2024;WH-JKT;SKU023;120
16/01/2024;WH-SMG;SKU024;350
16/01/2024;WH-SBY;SKU025;200
16/01/2024;WH-JKT;SKU026;50
16/01/2024;WH-JKT;SKU027;120
16/01/2024;WH-SMG;SKU028;200
16/01/2024;WH-JKT;SKU029;120
16/01/2024;WH-JKT;SKU030;200
16/01/2024;WH-JKT;SKU031;
16/01/2024;WH-SBY;SKU032;50
16/01/2024;WH-SMG;SKU033;50
16/01/2024;WH-SMG;SKU034;200
16/01/2024;WH-SMG;SKU035;50
16/01/2024;WH-JKT;SKU036;200
16/01/2024;WH-SBY;SKU037;80
16/01/2024;WH-SBY;SKU038;80
16/01/2024;WH-JKT;SKU039;350
16/01/2024;WH-SBY;SKU040;350
16/01/2024;WH-SBY;SKU041;200
16/01/2024;WH-SBY;SKU042;80
16/01/2024;WH-SMG;SKU043;80
16/01/2024;WH-JKT;SKU044;120
16/01/2024;WH-JKT;SKU045;500
17/01/2024;WH-SBY;SKU001;500
17/01/2024;WH-JKT;SKU002;80
17/01/2024;WH-SMG;SKU003;50
17/01/2024;WH-SMG;SKU007;500
17/01/2024;WH-JKT;SKU008;350
17/01/2024;WH-JKT;SKU009;120
17/01/2024;WH-SMG;SKU004;80
17/01/2024;WH-SMG;SKU005;500
17/01/2024;WH-SMG;SKU006;500
17/01/2024;WH-SMG;SKU010;
17/01/2024;WH-SBY;SKU011;200
17/01/2024;WH-SMG;SKU012;
17/01/2024;WH-SMG;SKU013;200
17/01/2024;WH-SMG;SKU014;200
17/01/2024;WH-JKT;SKU015;50
17/01/2024;WH-SMG;SKU016;50
17/01/2024;WH-SBY;SKU017;50
17/01/2024;WH-SMG;SKU018;50
17/01/2024;WH-JKT;SKU019;200
17/01/2024;WH-JKT;SKU020;500
17/01/2024;WH-SMG;SKU021;80
17/01/2024;WH-JKT;SKU022;350
17/01/2024;WH-JKT;SKU023;350
17/01/2024;WH-SMG;SKU024;50
17/01/2024;WH-SBY;SKU025;
17/01/2024;WH-SBY;SKU026;500
17/01/2024;WH-JKT;SKU027;50
17/01/2024;WH-SMG;SKU028;80
17/01/2024;WH-JKT;SKU029;500
17/01/2024;WH-SBY;SKU030;350
17/01/2024;WH-JKT;SKU031;200
17/01/2024;WH-JKT;SKU032;50
17/01/2024;WH-SMG;SKU033;200
17/01/2024;WH-SMG;SKU034;350
17/01/2024;WH-SBY;SKU035;50
17/01/2024;WH-SBY;SKU036;200
17/01/2024;WH-JKT;SKU037;80
17/01/2024;WH-SMG;SKU038;350
17/01/2024;WH-JKT;SKU039;350
17/01/2024;WH-SBY;SKU040;200
17/01/2024;WH-JKT;SKU041;120
17/01/2024;WH-JKT;SKU042;50
17/01/2024;WH-SMG;SKU043;50
17/01/2024;WH-SBY;SKU044;200
17/01/2024;WH-SMG;SKU045;50
18/01/2024;WH-SBY;SKU001;350
18/01/2024;WH-JKT;SKU002;50
18/01/2024;WH-SMG;SKU003;50
18/01/2024;WH-SMG;SKU007;80
18/01/2024;WH-SMG;SKU008;350
18/01/2024;WH-SMG;SKU009;80
18/01/2024;WH-SBY;SKU004;200
18/01/2024;WH-SBY;SKU005;120
18/01/2024;WH-SMG;SKU006;50
18/01/2024;WH-SBY;SKU010;200
18/01/2024;WH-SMG;SKU011;350
18/01/2024;WH-SBY;SKU012;200
18/01/2024;WH-JKT;SKU013;350
18/01/2024;WH-SBY;SKU014;80
18/01/2024;WH-SMG;SKU015;50
18/01/2024;WH-SMG;SKU016;50
18/01/2024;WH-SBY;SKU017;120
18/01/2024;WH-SBY;SKU018;50
18/01/2024;WH-SBY;SKU019;500
18/01/2024;WH-SBY;SKU020;500
18/01/2024;WH-SBY;SKU021;350
18/01/2024;WH-JKT;SKU022;350
18/01/2024;WH-SBY;SKU023;
18/01/2024;WH-SMG;SKU024;80
18/01/2024;WH-SMG;SKU025;500
18/01/2024;WH-SBY;SKU026;200
18/01/2024;WH-JKT;SKU027;350
18/01/2024;WH-JKT;SKU028;120
18/01/2024;WH-SBY;SKU029;350
18/01/2024;WH-SMG;SKU030;120
18/01/2024;WH-SMG;SKU031;120
18/01/2024;WH-SBY;SKU032;120
18/01/2024;WH-SBY;SKU033;120
18/01/2024;WH-SMG;SKU034;80
18/01/2024;WH-JKT;SKU035;80
18/01/2024;WH-SBY;SKU036;120
18/01/2024;WH-SBY;SKU037;500
18/01/2024;WH-JKT;SKU038;200
18/01/2024;WH-JKT;SKU039;120
18/01/2024;WH-JKT;SKU040;50
18/01/2024;WH-SBY;SKU041;500
18/01/2024;WH-JKT;SKU042;50
18/01/2024;WH-SBY;SKU043;50
18/01/2024;WH-SBY;SKU044;50
18/01/2024;WH-SBY;SKU045;
19/01/2024;WH-JKT;SKU001;80
19/01/2024;WH-JKT;SKU002;500
19/01/2024;WH-SMG;SKU003;
19/01/2024;WH-JKT;SKU007;120
19/01/2024;WH-SBY;SKU008;80
19/01/2024;WH-SBY;SKU009;80
19/01/2024;WH-SMG;SKU004;120
19/01/2024;WH-JKT;SKU005;350
19/01/2024;WH-SBY;SKU006;50
19/01/2024;WH-JKT;SKU010;200
19/01/2024;WH-SBY;SKU011;200
19/01/2024;WH-JKT;SKU012;500
19/01/2024;WH-JKT;SKU013;80
19/01/2024;WH-SMG;SKU014;50
19/01/2024;WH-SBY;SKU015;200
19/01/2024;WH-JKT;SKU016;200
19/01/2024;WH-SMG;SKU017;80
19/01/2024;WH-JKT;SKU018;120
19/01/2024;WH-SMG;SKU019;350
19/01/2024;WH-SMG;SKU020;350
19/01/2024;WH-SBY;SKU021;500
19/01/2024;WH-SMG;SKU022;
19/01/2024;WH-SBY;SKU023;120
19/01/2024;WH-SBY;SKU024;500
19/01/2024;WH-JKT;SKU025;50
19/01/2024;WH-SMG;SKU026;350
19/01/2024;WH-JKT;SKU027;50
19/01/2024;WH-SBY;SKU028;120
19/01/2024;WH-SBY;SKU029;80
19/01/2024;WH-SBY;SKU030;120
19/01/2024;WH-SBY;SKU031;50
19/01/2024;WH-SBY;SKU032;500
19/01/2024;WH-JKT;SKU033;
19/01/2024;WH-SMG;SKU034;500
19/01/2024;WH-SBY;SKU035;120
19/01/2024;WH-JKT;SKU036;350
19/01/2024;WH-SMG;SKU037;350
19/01/2024;WH-SMG;SKU038;350
19/01/2024;WH-SMG;SKU039;500
19/01/2024;WH-JKT;SKU040;80
19/01/2024;WH-JKT;SKU041;120
19/01/2024;WH-SBY;SKU042;80
19/01/2024;WH-SBY;SKU043;120
19/01/2024;WH-SBY;SKU044;350
19/01/2024;WH-JKT;SKU045;50
20/01/2024;WH-SMG;SKU001;50
20/01/2024;WH-SBY;SKU002;50
20/01/2024;WH-SBY;SKU003;50
20/01/2024;WH-JKT;SKU007;500
20/01/2024;WH-SBY;SKU008;200
20/01/2024;WH-JKT;SKU009;200
20/01/2024;WH-SMG;SKU004;120
20/01/2024;WH-JKT;SKU005;200
20/01/2024;WH-JKT;SKU006;500
20/01/2024;WH-SMG;SKU010;500
20/01/2024;WH-SMG;SKU011;80
20/01/2024;WH-JKT;SKU012;500
20/01/2024;WH-SMG;SKU013;350
20/01/2024;WH-JKT;SKU014;50
20/01/2024;WH-JKT;SKU015;50
20/01/2024;WH-JKT;SKU016;50
20/01/2024;WH-SMG;SKU017;50
20/01/2024;WH-JKT;SKU018;120
20/01/2024;WH-SBY;SKU019;200
20/01/2024;WH-SBY;SKU020;350
20/01/2024;WH-SBY;SKU021;50
20/01/2024;WH-JKT;SKU022;350
20/01/2024;WH-SBY;SKU023;80
20/01/2024;WH-JKT;SKU024;350
20/01/2024;WH-SBY;SKU025;200
20/01/2024;WH-JKT;SKU026;120
20/01/2024;WH-SMG;SKU027;350
20/01/2024;WH-SMG;SKU028;80
20/01/2024;WH-SMG;SKU029;80
20/01/2024;WH-SBY;SKU030;120
20/01/2024;WH-JKT;SKU031;120
20/01/2024;WH-SMG;SKU032;350
20/01/2024;WH-JKT;SKU033;350
20/01/2024;WH-JKT;SKU034;50
20/01/2024;WH-JKT;SKU035;120
20/01/2024;WH-SBY;SKU036;80
20/01/2024;WH-SBY;SKU037;500
20/01/2024;WH-JKT;SKU038;200
20/01/2024;WH-SBY;SKU039;50
20/01/2024;WH-SBY;SKU040;500
20/01/2024;WH-SMG;SKU041;80
20/01/2024;WH-SBY;SKU042;50
20/01/2024;WH-SBY;SKU043;80
20/01/2024;WH-SBY;SKU044;350
20/01/2024;WH-SMG;SKU045;50
21/01/2024;WH-SMG;SKU001;500
21/01/2024;WH-SMG;SKU002;200
21/01/2024;WH-SBY;SKU003;50
21/01/2024;WH-SMG;SKU007;120
21/01/2024;WH-JKT;SKU008;80
21/01/2024;WH-SMG;SKU009;500
21/01/2024;WH-JKT;SKU004;50
21/01/2024;WH-JKT;SKU005;
21/01/2024;WH-SBY;SKU006;350
21/01/2024;WH-SMG;SKU010;50
21/01/2024;WH-SBY;SKU011;500
21/01/2024;WH-SBY;SKU012;50
21/01/2024;WH-JKT;SKU013;500
21/01/2024;WH-JKT;SKU014;80
21/01/2024;WH-SBY;SKU015;50
21/01/2024;WH-SMG;SKU016;120
21/01/2024;WH-SBY;SKU017;80
21/01/2024;WH-SBY;SKU018;500
21/01/2024;WH-SMG;SKU019;350
21/01/2024;WH-SBY;SKU020;200
21/01/2024;WH-SBY;SKU021;200
21/01/2024;WH-SBY;SKU022;200
21/01/2024;WH-SBY;SKU023;120
21/01/2024;WH-SMG;SKU024;120
21/01/2024;WH-JKT;SKU025;500
21/01/2024;WH-JKT;SKU026;200
21/01/2024;WH-JKT;SKU027;200
21/01/2024;WH-JKT;SKU028;350
21/01/2024;WH-SBY;SKU029;50
21/01/2024;WH-JKT;SKU030;500
21/01/2024;WH-SBY;SKU031;120
21/01/2024;WH-SMG;SKU032;80
21/01/2024;WH-SMG;SKU033;350
21/01/2024;WH-SBY;SKU034;350
21/01/2024;WH-SMG;SKU035;120
21/01/2024;WH-JKT;SKU036;120
21/01/2024;WH-JKT;SKU037;200
21/01/2024;WH-SBY;SKU038;80
21/01/2024;WH-JKT;SKU039;120
21/01/2024;WH-JKT;SKU040;350
21/01/2024;WH-JKT;SKU041;50
21/01/2024;WH-SMG;SKU042;80
21/01/2024;WH-JKT;SKU043;50
21/01/2024;WH-SMG;SKU044;120
21/01/2024;WH-JKT;SKU045;50
22/01/2024;WH-SBY;SKU001;120
22/01/2024;WH-SBY;SKU002;50
22/01/2024;WH-SMG;SKU003;80
22/01/2024;WH-SBY;SKU007;80
22/01/2024;WH-JKT;SKU008;500
22/01/2024;WH-SBY;SKU009;500
22/01/2024;WH-SBY;SKU004;500
22/01/2024;WH-JKT;SKU005;120
22/01/2024;WH-JKT;SKU006;500
22/01/2024;WH-SMG;SKU010;500
22/01/2024;WH-JKT;SKU011;80
22/01/2024;WH-SMG;SKU012;120
22/01/2024;WH-SMG;SKU013;500
22/01/2024;WH-SMG;SKU014;80
22/01/2024;WH-SMG;SKU015;80
22/01/2024;WH-JKT;SKU016;120
22/01/2024;WH-JKT;SKU017;500
22/01/2024;WH-JKT;SKU018;350
22/01/2024;WH-SMG;SKU019;50
22/01/2024;WH-SMG;SKU020;120
22/01/2024;WH-SMG;SKU021;200
22/01/2024;WH-SMG;SKU022;500
22/01/2024;WH-SMG;SKU023;350
22/01/2024;WH-SMG;SKU024;500
22/01/2024;WH-SMG;SKU025;
22/01/2024;WH-SBY;SKU026;120
22/01/2024;WH-SMG;SKU027;80
22/01/2024;WH-SBY;SKU028;350
22/01/2024;WH-SMG;SKU029;200
22/01/2024;WH-JKT;SKU030;500
22/01/2024;WH-JKT;SKU031;50
22/01/2024;WH-SBY;SKU032;
22/01/2024;WH-JKT;SKU033;350
22/01/2024;WH-JKT;SKU034;120
22/01/2024;WH-SMG;SKU035;350
22/01/2024;WH-JKT;SKU036;50
22/01/2024;WH-SBY;SKU037;80
22/01/2024;WH-SMG;SKU038;50
22/01/2024;WH-SMG;SKU039;200
22/01/2024;WH-SMG;SKU040;80
22/01/2024;WH-SMG;SKU041;350
22/01/2024;WH-SMG;SKU042;350
22/01/2024;WH-SMG;SKU043;350
22/01/2024;WH-JKT;SKU044;80
22/01/2024;WH-JKT;SKU045;500
23/01/2024;WH-JKT;SKU001;
23/01/2024;WH-SBY;SKU002;350
23/01/2024;WH-JKT;SKU003;120
23/01/2024;WH-SBY;SKU007;200
23/01/2024;WH-SMG;SKU008;50
23/01/2024;WH-JKT;SKU009;200
23/01/2024;WH-JKT;SKU004;350
23/01/2024;WH-SMG;SKU005;350
23/01/2024;WH-JKT;SKU006;120
23/01/2024;WH-SMG;SKU010;120
23/01/2024;WH-SBY;SKU011;50
23/01/2024;WH-JKT;SKU012;
23/01/2024;WH-SMG;SKU013;200
23/01/2024;WH-SBY;SKU014;200
23/01/2024;WH-SBY;SKU015;120
23/01/2024;WH-SMG;SKU016;80
23/01/2024;WH-JKT;SKU017;
23/01/2024;WH-SBY;SKU018;200
23/01/2024;WH-SMG;SKU019;200
23/01/2024;WH-JKT;SKU020;50
23/01/2024;WH-SBY;SKU021;350
23/01/2024;WH-SMG;SKU022;50
23/01/2024;WH-SMG;SKU023;120
23/01/2024;WH-SBY;SKU024;200
23/01/2024;WH-SMG;SKU025;200
23/01/2024;WH-SBY;SKU026;50
23/01/2024;WH-JKT;SKU027;80
23/01/2024;WH-JKT;SKU028;
23/01/2024;WH-SMG;SKU029;350
23/01/2024;WH-SMG;SKU030;500
23/01/2024;WH-JKT;SKU031;80
23/01/2024;WH-JKT;SKU032;120
23/01/2024;WH-JKT;SKU033;50
23/01/2024;WH-SBY;SKU034;80
23/01/2024;WH-SMG;SKU035;350
23/01/2024;WH-SBY;SKU036;80
23/01/2024;WH-SBY;SKU037;200
23/01/2024;WH-SMG;SKU038;50
23/01/2024;WH-JKT;SKU039;350
23/01/2024;WH-SMG;SKU040;120
23/01/2024;WH-SBY;SKU041;350
23/01/2024;WH-JKT;SKU042;200
23/01/2024;WH-SMG;SKU043;
23/01/2024;WH-SMG;SKU044;50
23/01/2024;WH-SMG;SKU045;500
24/01/2024;WH-SMG;SKU001;120
24/01/2024;WH-SBY;SKU002;80
24/01/2024;WH-SMG;SKU003;350
24/01/2024;WH-JKT;SKU007;80
24/01/2024;WH-SMG;SKU008;350
24/01/2024;WH-SMG;SKU009;120
24/01/2024;WH-SBY;SKU004;350
24/01/2024;WH-SMG;SKU005;120
24/01/2024;WH-SMG;SKU006;80
24/01/2024;WH-SBY;SKU010;
24/01/2024;WH-JKT;SKU011;500
24/01/2024;WH-JKT;SKU012;120
24/01/2024;WH-SMG;SKU013;200
24/01/2024;WH-SMG;SKU014;50
24/01/2024;WH-JKT;SKU015;50
24/01/2024;WH-JKT;SKU016;50
24/01/2024;WH-SMG;SKU017;80
24/01/2024;WH-SMG;SKU018;
24/01/2024;WH-SBY;SKU019;500
24/01/2024;WH-JKT;SKU020;350
24/01/2024;WH-SBY;SKU021;50
24/01/2024;WH-SMG;SKU022;350
24/01/2024;WH-SMG;SKU023;
24/01/2024;WH-SBY;SKU024;500
24/01/2024;WH-JKT;SKU025;120
24/01/2024;WH-SBY;SKU026;500
24/01/2024;WH-JKT;SKU027;350
24/01/2024;WH-SMG;SKU028;200
24/01/2024;WH-SBY;SKU029;80
24/01/2024;WH-SBY;SKU030;350
24/01/2024;WH-JKT;SKU031;200
24/01/2024;WH-JKT;SKU032;120
24/01/2024;WH-SBY;SKU033;200
24/01/2024;WH-SBY;SKU034;120
24/01/2024;WH-JKT;SKU035;120
24/01/2024;WH-SBY;SKU036;350
24/01/2024;WH-SBY;SKU037;120
24/01/2024;WH-SMG;SKU038;350
24/01/2024;WH-SMG;SKU039;120
24/01/2024;WH-SBY;SKU040;350
24/01/2024;WH-SBY;SKU041;50
24/01/2024;WH-JKT;SKU042;50
24/01/2024;WH-SMG;SKU043;120
24/01/2024;WH-SMG;SKU044;120
24/01/2024;WH-JKT;SKU045;80
25/01/2024;WH-SBY;SKU001;120
25/01/2024;WH-SBY;SKU002;500
25/01/2024;WH-SBY;SKU003;200
25/01/2024;WH-JKT;SKU007;50
25/01/2024;WH-SMG;SKU008;350
25/01/2024;WH-JKT;SKU009;50
25/01/2024;WH-SMG;SKU004;350
25/01/2024;WH-SBY;SKU005;80
25/01/2024;WH-JKT;SKU006;350
25/01/2024;WH-JKT;SKU010;500
25/01/2024;WH-JKT;SKU011;350
25/01/2024;WH-JKT;SKU012;200
25/01/2024;WH-SMG;SKU013;120
25/01/2024;WH-SMG;SKU014;80
25/01/2024;WH-SBY;SKU015;350
25/01/2024;WH-SBY;SKU016;120
25/01/2024;WH-JKT;SKU017;500
25/01/2024;WH-SBY;SKU018;350
25/01/2024;WH-JKT;SKU019;200
25/01/2024;WH-SBY;SKU020;350
25/01/2024;WH-JKT;SKU021;200
25/01/2024;WH-JKT;SKU022;500
25/01/2024;WH-JKT;SKU023;80
25/01/2024;WH-SBY;SKU024;500
25/01/2024;WH-SBY;SKU025;350
25/01/2024;WH-SMG;SKU026;
25/01/2024;WH-SMG;SKU027;80
25/01/2024;WH-SBY;SKU028;350
25/01/2024;WH-SBY;SKU029;
25/01/2024;WH-SBY;SKU030;350
25/01/2024;WH-JKT;SKU031;120
25/01/2024;WH-SMG;SKU032;50
25/01/2024;WH-JKT;SKU033;50
25/01/2024;WH-SBY;SKU034;120
25/01/2024;WH-JKT;SKU035;350
25/01/2024;WH-SMG;SKU036;80
25/01/2024;WH-SMG;SKU037;
25/01/2024;WH-SMG;SKU038;200
25/01/2024;WH-SMG;SKU039;500
25/01/2024;WH-SMG;SKU040;350
25/01/2024;WH-JKT;SKU041;200
25/01/2024;WH-SBY;SKU042;50
25/01/2024;WH-SMG;SKU043;350
25/01/2024;WH-SMG;SKU044;200
25/01/2024;WH-JKT;SKU045;50
26/01/2024;WH-SMG;SKU001;50
26/01/2024;WH-SMG;SKU002;500
26/01/2024;WH-SMG;SKU003;80
26/01/2024;WH-SMG;SKU007;500
26/01/2024;WH-SBY;SKU008;200
26/01/2024;WH-JKT;SKU009;350
26/01/2024;WH-SMG;SKU004;120
26/01/2024;WH-SMG;SKU005;50
26/01/2024;WH-SBY;SKU006;350
26/01/2024;WH-SMG;SKU010;500
26/01/2024;WH-SMG;SKU011;50
26/01/2024;WH-SBY;SKU012;50
26/01/2024;WH-SMG;SKU013;500
26/01/2024;WH-SMG;SKU014;50
26/01/2024;WH-JKT;SKU015;80
26/01/2024;WH-SBY;SKU016;120
26/01/2024;WH-JKT;SKU017;50
26/01/2024;WH-JKT;SKU018;350
26/01/2024;WH-JKT;SKU019;120
26/01/2024;WH-SBY;SKU020;350
26/01/2024;WH-JKT;SKU021;200
26/01/2024;WH-JKT;SKU022;200
26/01/2024;WH-SMG;SKU023;500
26/01/2024;WH-SMG;SKU024;200
26/01/2024;WH-SBY;SKU025;
26/01/2024;WH-SMG;SKU026;120
26/01/2024;WH-JKT;SKU027;200
26/01/2024;WH-SBY;SKU028;50
26/01/2024;WH-SMG;SKU029;120
26/01/2024;WH-JKT;SKU030;350
26/01/2024;WH-SMG;SKU031;200
26/01/2024;WH-SBY;SKU032;200
26/01/2024;WH-JKT;SKU033;80
26/01/2024;WH-SMG;SKU034;350
26/01/2024;WH-JKT;SKU035;50
26/01/2024;WH-JKT;SKU036;350
26/01/2024;WH-JKT;SKU037;350
26/01/2024;WH-SMG;SKU038;50
26/01/2024;WH-JKT;SKU039;500
26/01/2024;WH-SBY;SKU040;350
26/01/2024;WH-JKT;SKU041;80
26/01/2024;WH-JKT;SKU042;80
26/01/2024;WH-SBY;SKU043;350
26/01/2024;WH-JKT;SKU044;200
26/01/2024;WH-SMG;SKU045;350
27/01/2024;WH-SBY;SKU001;200
27/01/2024;WH-SBY;SKU002;80
27/01/2024;WH-SBY;SKU003;500
27/01/2024;WH-SBY;SKU007;500
27/01/2024;WH-SMG;SKU008;200
27/01/2024;WH-SBY;SKU009;350
27/01/2024;WH-JKT;SKU004;
27/01/2024;WH-SMG;SKU005;350
27/01/2024;WH-SMG;SKU006;80
27/01/2024;WH-SMG;SKU010;80
27/01/2024;WH-JKT;SKU011;200
27/01/2024;WH-JKT;SKU012;50
27/01/2024;WH-SBY;SKU013;200
27/01/2024;WH-SBY;SKU014;80
27/01/2024;WH-SMG;SKU015;350
27/01/2024;WH-SBY;SKU016;350
27/01/2024;WH-SMG;SKU017;500
27/01/2024;WH-SMG;SKU018;120
27/01/2024;WH-SMG;SKU019;80
27/01/2024;WH-JKT;SKU020;
27/01/2024;WH-SMG;SKU021;200
27/01/2024;WH-SMG;SKU022;50
27/01/2024;WH-SMG;SKU023;50
27/01/2024;WH-SMG;SKU024;120
27/01/2024;WH-JKT;SKU025;200
27/01/2024;WH-SMG;SKU026;50
27/01/2024;WH-JKT;SKU027;80
27/01/2024;WH-SMG;SKU028;50
27/01/2024;WH-SBY;SKU029;50
27/01/2024;WH-JKT;SKU030;80
27/01/2024;WH-JKT;SKU031;200
27/01/2024;WH-SMG;SKU032;50
27/01/2024;WH-SBY;SKU033;500
27/01/2024;WH-JKT;SKU034;120
27/01/2024;WH-JKT;SKU035;350
27/01/2024;WH-SBY;SKU036;80
27/01/2024;WH-JKT;SKU037;80
27/01/2024;WH-JKT;SKU038;50
27/01/2024;WH-SBY;SKU039;200
27/01/2024;WH-SMG;SKU040;80
27/01/2024;WH-JKT;SKU041;200
27/01/2024;WH-JKT;SKU042;500
27/01/2024;WH-JKT;SKU043;500
27/01/2024;WH-JKT;SKU044;50
27/01/2024;WH-JKT;SKU045;120
28/01/2024;WH-JKT;SKU001;500
28/01/2024;WH-SBY;SKU002;200
28/01/2024;WH-SMG;SKU003;500
28/01/2024;WH-SBY;SKU007;50
28/01/2024;WH-JKT;SKU008;200
28/01/2024;WH-SBY;SKU009;200
28/01/2024;WH-SMG;SKU004;350
28/01/2024;WH-JKT;SKU005;120
28/01/2024;WH-JKT;SKU006;200
28/01/2024;WH-JKT;SKU010;50
28/01/2024;WH-SMG;SKU011;200
28/01/2024;WH-SBY;SKU012;350
28/01/2024;WH-JKT;SKU013;80
28/01/2024;WH-JKT;SKU014;500
28/01/2024;WH-SMG;SKU015;50
28/01/2024;WH-SMG;SKU016;80
28/01/2024;WH-SBY;SKU017;80
28/01/2024;WH-SMG;SKU018;50
28/01/2024;WH-JKT;SKU019;120
28/01/2024;WH-SMG;SKU020;50
28/01/2024;WH-JKT;SKU021;
28/01/2024;WH-JKT;SKU022;500
28/01/2024;WH-JKT;SKU023;500
28/01/2024;WH-SMG;SKU024;120
28/01/2024;WH-JKT;SKU025;50
28/01/2024;WH-SMG;SKU026;350
28/01/2024;WH-JKT;SKU027;350
28/01/2024;WH-SMG;SKU028;120
28/01/2024;WH-SBY;SKU029;500
28/01/2024;WH-JKT;SKU030;500
28/01/2024;WH-SBY;SKU031;200
28/01/2024;WH-SBY;SKU032;500
28/01/2024;WH-JKT;SKU033;200
28/01/2024;WH-SMG;SKU034;120
28/01/2024;WH-SMG;SKU035;120
28/01/2024;WH-JKT;SKU036;350
28/01/2024;WH-JKT;SKU037;350
28/01/2024;WH-SMG;SKU038;200
28/01/2024;WH-JKT;SKU039;120
28/01/2024;WH-SMG;SKU040;50
28/01/2024;WH-SBY;SKU041;80
28/01/2024;WH-JKT;SKU042;200
28/01/2024;WH-JKT;SKU043;350
28/01/2024;WH-SBY;SKU044;80
28/01/2024;WH-SMG;SKU045;120
29/01/2024;WH-SBY;SKU001;80
29/01/2024;WH-SBY;SKU002;500
29/01/2024;WH-JKT;SKU003;500
29/01/2024;WH-SMG;SKU007;120
29/01/2024;WH-SMG;SKU008;200
29/01/2024;WH-JKT;SKU009;120
29/01/2024;WH-SMG;SKU004;120
29/01/2024;WH-SMG;SKU005;500
29/01/2024;WH-SMG;SKU006;120
29/01/2024;WH-JKT;SKU010;200
29/01/2024;WH-SBY;SKU011;
29/01/2024;WH-SBY;SKU012;350
29/01/2024;WH-SMG;SKU013;50
29/01/2024;WH-SMG;SKU014;350
29/01/2024;WH-SMG;SKU015;120
29/01/2024;WH-SMG;SKU016;50
29/01/2024;WH-SMG;SKU017;500
29/01/2024;WH-JKT;SKU018;120
29/01/2024;WH-SMG;SKU019;350
29/01/2024;WH-JKT;SKU020;50
29/01/2024;WH-JKT;SKU021;200
29/01/2024;WH-JKT;SKU022;50
29/01/2024;WH-JKT;SKU023;80
29/01/2024;WH-SMG;SKU024;120
29/01/2024;WH-SBY;SKU025;200
29/01/2024;WH-JKT;SKU026;120
29/01/2024;WH-SBY;SKU027;350
29/01/2024;WH-SMG;SKU028;80
29/01/2024;WH-SMG;SKU029;50
29/01/2024;WH-JKT;SKU030;120
29/01/2024;WH-SBY;SKU031;500
29/01/2024;WH-SMG;SKU032;80
29/01/2024;WH-SMG;SKU033;500
29/01/2024;WH-SMG;SKU034;350
29/01/2024;WH-SBY;SKU035;80
29/01/2024;WH-SMG;SKU036;80
29/01/2024;WH-SBY;SKU037;500
29/01/2024;WH-JKT;SKU038;350
29/01/2024;WH-JKT;SKU039;80
29/01/2024;WH-SMG;SKU040;200
29/01/2024;WH-SBY;SKU041;80
29/01/2024;WH-SBY;SKU042;500
29/01/2024;WH-JKT;SKU043;500
29/01/2024;WH-SMG;SKU044;80
29/01/2024;WH-JKT;SKU045;200
30/01/2024;WH-SMG;SKU001;50
30/01/2024;WH-SMG;SKU002;120
30/01/2024;WH-SMG;SKU003;350
30/01/2024;WH-JKT;SKU007;50
30/01/2024;WH-SBY;SKU008;50
30/01/2024;WH-JKT;SKU009;50
30/01/2024;WH-SMG;SKU004;200
30/01/2024;WH-JKT;SKU005;120
30/01/2024;WH-SMG;SKU006;80
30/01/2024;WH-JKT;SKU010;200
30/01/2024;WH-JKT;SKU011;350
30/01/2024;WH-JKT;SKU012;350
30/01/2024;WH-SBY;SKU013;80
30/01/2024;WH-SMG;SKU014;500
30/01/2024;WH-JKT;SKU015;50
30/01/2024;WH-JKT;SKU016;500
30/01/2024;WH-JKT;SKU017;80
30/01/2024;WH-SBY;SKU018;200
30/01/2024;WH-JKT;SKU019;350
30/01/2024;WH-SMG;SKU020;200
30/01/2024;WH-SBY;SKU021;350
30/01/2024;WH-JKT;SKU022;120
30/01/2024;WH-JKT;SKU023;350
30/01/2024;WH-JKT;SKU024;50
30/01/2024;WH-SBY;SKU025;500
30/01/2024;WH-SBY;SKU026;350
30/01/2024;WH-SBY;SKU027;500
30/01/2024;WH-JKT;SKU028;200
